_id,Inspections.ClosedDate,inspections.OpenedDate,latitude,longitude,propertyAddress,propertyWard,violations.violationDescription,violations.violationFireCode
171293,2019-05-02T10:00:00,2019-01-08T12:00:00,43.670159999999996,-79.37358,700 Ontario St,13,2.2.3.4 Door in a fire separation,2.2.3.4
171294,2019-05-02T10:00:00,2019-01-08T12:00:00,43.670159999999996,-79.37358,700 Ontario St,13,6.4.1.2 Testing,6.4.1.2
171295,2019-05-02T10:00:00,2019-01-08T12:00:00,43.670159999999996,-79.37358,700 Ontario St,13,9.6.2.6 Protection of openings in fire separations,9.6.2.6
171296,2019-02-07T09:11:18,2018-11-07T10:09:44,43.65379,-79.35665999999999,20 Palace St,13,2.2.3.2 Maintenance of closures,2.2.3.2
171297,2019-02-07T09:11:18,2018-11-07T10:09:44,43.65379,-79.35665999999999,20 Palace St,13,6.3.3.3 Duty to maintain in operating condition,6.3.3.3
171298,2019-02-01T14:21:22,2018-11-14T14:27:22,43.710770000000004,-79.39434,88 Broadway Ave,15,,
171299,2019-04-15T09:16:23,2018-10-26T17:30:36,43.708290000000005,-79.50177,300 Queen's Dr,5,1.1.2.3./6.5.5.4. Records of Test (Dry Pipe Trip Test),1.1.2.3./6.5.5.4.
171300,2019-04-15T09:16:23,2018-10-26T17:30:36,43.708290000000005,-79.50177,300 Queen's Dr,5,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171301,2019-06-11T11:18:57,2018-11-08T13:43:53,43.650729999999996,-79.40039,91 Augusta Ave,10,2.2.2.1 Damaged fire separations,2.2.2.1
171302,2019-02-21T11:23:02,2018-10-29T09:59:19,43.76101,-79.38848,38 Carluke Cres,15,2.16.2.1 Installation requirements,2.16.2.1
171303,2019-02-06T13:31:51,2018-10-30T11:46:11,43.70231,-79.52416,2100 Weston Rd,5,1.1.2.3./6.6.3.5. Records of Test (Fire Pump),1.1.2.3./6.6.3.5.
171304,2019-07-19T08:56:17,2018-11-08T13:32:55,43.76668,-79.18464,217 Morningside Ave,25,1.1.2.3./6.3.3.8 - Records of Test (Smoke Alarms),1.1.2.3./6.3.3.8
171305,2018-11-02T13:39:31,2018-11-02T13:39:31,43.77762,-79.23116,2180 Ellesmere Rd,24,,
171306,2019-03-12T00:00:00,2018-10-05T00:00:00,43.77395,-79.34524,62 Forest Manor Rd,17,2.2.3.2 Maintenance of closures,2.2.3.2
171307,2018-02-21T14:13:04,2018-02-21T14:13:04,43.77732,-79.32176,20 Chichester Pl,22,,
171308,2018-02-28T08:45:56,2018-02-22T14:03:00,43.66315,-79.3804,484 Church St,13,6.3.1.4 Fire Alarm Maintenance ,6.3.1.4
171309,2018-02-23T12:00:00,2018-02-23T12:00:00,43.6372,-79.40357,35 Bastion St,10,,
171310,2018-03-28T11:42:00,2018-03-28T11:42:00,43.6738,-79.41317,275 Albany Ave,11,,
171311,2018-08-02T10:22:53,2018-05-07T15:35:13,43.64727,-79.40151999999999,156 Portland St,10,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171312,2018-08-02T10:22:53,2018-05-07T15:35:13,43.64727,-79.40151999999999,156 Portland St,10,6.3.3.3 Duty to maintain in operating condition,6.3.3.3
171313,2018-07-31T11:02:34,2018-03-28T16:32:39,43.647290000000005,-79.39741,32 Camden St,10,1.1.2.3./2.7.3.3.(3) Records of Test (Emergency Lighting),1.1.2.3./2.7.3.3.(3)
171314,2018-07-31T11:02:34,2018-03-28T16:32:39,43.647290000000005,-79.39741,32 Camden St,10,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171315,2018-05-09T09:52:59,2018-03-01T08:15:17,43.63771,-79.39274,460 Queens Quay W,10,2.2.3.2 Maintenance of closures,2.2.3.2
171316,2018-05-09T10:37:38,2018-02-28T08:14:34,43.63759,-79.39393000000001,480 Queens Quay W,10,1.1.2.3./2.7.3.3.(3) Records of Test (Emergency Lighting),1.1.2.3./2.7.3.3.(3)
171317,2018-04-17T10:45:13,2018-02-28T16:46:08,43.64645,-79.39801999999999,39 Brant St,10,1.1.2.3./6.3.2.2. Records of Test (Fire Alarm),1.1.2.3./6.3.2.2.
171318,2018-08-16T11:35:04,2018-05-09T14:26:32,43.63776,-79.39514,500 Queens Quay W,10,2.16.2.1 Installation requirements,2.16.2.1
171319,2018-09-06T12:55:04,2018-03-08T09:12:34,43.63682,-79.39751,600 Queens Quay W,10,2.2.3.2 Maintenance of closures,2.2.3.2
171320,2018-02-06T14:15:01,2018-02-06T14:15:01,43.773340000000005,-79.34555999999999,125 George Henry Blvd,17,2.2.2.1 Damaged fire separations,2.2.2.1
171321,2018-02-06T14:15:01,2018-02-06T14:15:01,43.773340000000005,-79.34555999999999,125 George Henry Blvd,17,6.5.3.4 Sprinkler heads,6.5.3.4
171322,2018-04-19T15:18:06,2018-02-28T15:09:34,43.653890000000004,-79.38946,127 St Patrick St,10,6.3.1.4 Fire Alarm Maintenance ,6.3.1.4
171323,2018-05-08T15:37:01,2018-02-28T08:42:47,43.6593,-79.37182,266 Sherbourne St,13,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171324,2018-06-11T00:00:00,2018-02-23T00:00:00,43.76272,-79.34647,18 Graydon Hall Dr,16,2.2.3.2 Maintenance of closures,2.2.3.2
171325,2018-10-24T16:18:05,2018-06-11T18:35:21,43.73196,-79.57817,60 Esther Lorrie Dr,1,,
171326,2018-05-30T11:07:01,2018-03-20T12:33:25,43.71528,-79.55665,27 Bergamot Ave,1,2.2.3.2 Maintenance of closures,2.2.3.2
171327,2019-08-27T13:19:21,2018-02-28T11:00:54,43.67284,-79.39044,1331 Bay St,11,2.7.3.1 Exit signs,2.7.3.1
171328,2018-02-28T00:00:00,2018-02-28T00:00:00,43.6593,-79.37182,266 Sherbourne St,13,,
171329,2018-03-20T15:31:18,2018-02-27T16:19:06,43.755390000000006,-79.51782,2970 Jane St,7,,
171330,2018-05-31T09:15:00,2018-02-27T10:45:00,43.77984,-79.41396,26 Olive Ave,18,9.6.3.6 Exit signs,9.6.3.6
171331,2018-03-02T14:53:34,2018-03-02T11:48:51,43.703590000000005,-79.27951999999999,40 Firvalley Crt,20,,
171332,2018-04-17T15:00:30,2018-03-05T14:30:14,43.658429999999996,-79.35278000000001,630 Queen St E,14,6.5.1.5 Obstructions,6.5.1.5
171333,2018-07-04T14:03:01,2018-03-01T08:07:02,43.68612,-79.41711,10 Tichester Rd,12,1.1.2.3./6.5.5.5. Records of Test (Water Supply Pressure Test),1.1.2.3./6.5.5.5.
171334,2018-07-27T16:14:53,2018-03-01T08:11:57,43.68778,-79.38899,10 Avoca Ave,12,1.1.2.3./7.2.2.1. Records of Test (Elevator),1.1.2.3./7.2.2.1.
171335,2018-06-06T15:32:16,2018-03-01T08:09:23,43.69797,-79.39213000000001,155 Balliol St,12,2.8.3.4 Records,2.8.3.4
171336,2019-01-18T11:00:07,2018-10-04T13:30:08,43.74886,-79.26664,101 Prudential Dr,21,1.1.2.3./6.4.3.2. Records of Test (Standpipe - Hydrostatic),1.1.2.3./6.4.3.2. 
171337,2018-05-31T10:50:26,2018-03-13T11:00:28,43.82379,-79.27396999999999,80 Alton Towers Crcl,23,2.2.3.2 Maintenance of closures,2.2.3.2
171338,2018-09-05T07:22:02,2018-03-13T11:34:59,43.82407,-79.2769,300 Alton Towers Crcl,23,1.1.2.1 Records to be prepared,1.1.2.1
171339,2018-09-25T07:44:31,2018-03-14T09:25:35,43.807809999999996,-79.26539,5039 Finch Ave E,23,1.1.2.3./6.3.2.4. Records of Test (Voice Communication),1.1.2.3./6.3.2.4
171340,2018-09-25T07:44:31,2018-03-14T09:25:35,43.807809999999996,-79.26539,5039 Finch Ave E,23,1.1.2.3./6.3.2.6. Records of Test (Smoke Alarms),1.1.2.3./6.3.2.6.
171341,2018-08-23T00:00:00,2018-03-15T00:00:00,43.77347,-79.25363,190 Borough Dr,21,1.1.2.1 Records to be prepared,1.1.2.1
171342,2018-08-23T00:00:00,2018-03-15T00:00:00,43.77347,-79.25363,190 Borough Dr,21,2.2.2.1 Damaged fire separations,2.2.2.1
171343,2018-05-08T00:00:00,2018-03-19T00:00:00,43.773309999999995,-79.25537,50 Town Centre Crt,21,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171344,2018-05-08T00:00:00,2018-03-19T00:00:00,43.773309999999995,-79.25537,50 Town Centre Crt,21,6.5.1.5 Obstructions,6.5.1.5
171345,2018-11-27T11:30:48,2018-03-20T14:16:35,43.62896,-79.47778000000001,2111 Lake Shore Blvd W,3,,
171346,2018-07-06T15:01:18,2018-03-07T14:24:26,43.67845,-79.49624,55 Outlook Ave,5,2.5.1.2 Maintaining access free of obstructions,2.5.1.2
171347,2018-03-14T16:30:00,2018-03-14T10:00:23,43.78905,-79.44765,6040 Bathurst St,6,,
171348,2019-04-10T09:30:00,2018-03-05T13:30:00,43.779709999999994,-79.41459,22 Olive Ave,18,6.3.2.2 Fire alarm systems,6.3.2.2
171349,2019-05-16T13:50:00,2018-03-06T08:05:35,43.76429,-79.3441,75 Graydon Hall Dr,16,2.2.3.2 Maintenance of closures,2.2.3.2
171350,2019-05-30T14:31:36,2018-03-27T14:26:23,43.65208,-79.44944,24 Howard Park Ave,4,2.8.2.1 Measures in a fire safety plan,2.8.2.1
171351,2018-05-31T00:00:00,2018-03-06T14:00:00,43.77925,-79.41441999999999,20 Olive Ave,18,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171352,2018-04-03T12:01:05,2018-01-16T12:00:00,43.78151,-79.41305,18 Pemberton Ave,18,"6.5.1.1 Repair, replacement, alterations, inspection, testing and maintenance",6.5.1.1
171353,2018-11-20T09:06:23,2018-02-21T16:37:44,43.68535,-79.40673000000001,82 Warren Rd,12,2.2.3.1 Damaged closures,2.2.3.1
171354,2018-08-14T08:48:20,2018-02-21T13:39:36,43.684779999999996,-79.422,130 Vaughan Rd,12,1.1.2.3 Records to be made available on request,1.1.2.3
171355,2018-08-23T14:30:05,2018-03-27T14:00:33,43.68553,-79.42224,154 Vaughan Rd,12,2.2.3.2 Maintenance of closures,2.2.3.2
171356,2018-04-10T09:00:41,2018-01-15T11:00:21,43.702659999999995,-79.29799,10 Gower St,19,,
171357,2018-01-17T15:35:23,2018-01-17T15:35:23,43.75966,-79.33501,1200 York Mills Rd,16,,
171358,2018-04-24T09:17:33,2018-03-09T14:30:51,43.690290000000005,-79.34611,150 Cosburn Ave,14,,
171359,2018-02-05T16:11:37,2018-01-31T16:29:16,43.71232,-79.24812,2550 Kingston Rd,20,,
171360,2018-04-25T17:20:45,2018-01-30T10:14:25,43.68701,-79.39101,50 Rosehill Ave,12,9.6.2.12 Vertical service spaces,9.6.2.12
171361,2018-03-21T13:28:26,2018-01-30T14:26:29,43.681509999999996,-79.47187,1600 Keele St,5,,
171362,2018-03-16T09:41:35,2018-01-31T15:01:18,43.71269,-79.39305,160 Erskine Ave,15,,
171363,2018-07-06T10:30:12,2018-04-05T12:00:51,43.71135,-79.32278000000001,60 Pavane Linkway,16,6.5.1.5 Obstructions,6.5.1.5
171364,2018-07-19T09:38:27,2018-01-31T12:37:48,43.67823,-79.5525,53 Widdicombe Hill Blvd,2,9.7.4.3 Smoke alarms,9.7.4.3
171365,2018-02-01T16:20:43,2018-02-01T16:20:43,43.69805,-79.51373000000001,3 Hickory Tree Rd,5,,
171366,2018-07-19T09:39:03,2018-02-21T13:54:13,43.67799,-79.55354,57 Widdicombe Hill Blvd,2,9.7.4.3 Smoke alarms,9.7.4.3
171367,2018-02-05T10:16:56,2018-02-02T09:49:29,43.664229999999996,-79.37553,40 Homewood Ave,13,,
171368,2018-02-15T08:00:14,2018-02-06T13:30:36,43.66908,-79.37172,260 Wellesley St E,13,,
171369,2018-02-26T16:12:52,2018-02-05T11:47:28,43.76724,-79.18881,4175 Lawrence Ave E,24,2.8.2.1 Measures in a fire safety plan,2.8.2.1
171370,2018-11-30T10:30:37,2018-09-06T00:00:11,43.64414,-79.58892,420 Mill Rd,2,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171371,2018-04-03T14:12:45,2018-02-06T10:02:51,43.64498,-79.52858,49 Mabelle Ave,3,,
171372,2018-02-23T13:22:28,2018-02-06T10:04:28,43.773340000000005,-79.34555999999999,125 George Henry Blvd,17,"6.5.1.2 Repair, replacement, alterations, inspection, testing and maintenance",6.5.1.2
171373,2018-09-20T10:30:41,2018-04-03T15:43:18,43.792390000000005,-79.35855,2 Brahms Ave,17,6.3.1.1 Access,6.3.1.1
171374,2019-06-05T09:18:51,2018-07-18T09:00:58,43.64317,-79.37626,12 Yonge St,10,1.1.2.1 Records to be prepared,1.1.2.1
171375,2019-04-10T11:00:16,2018-10-02T12:00:05,43.65083,-79.3712,168 King St E,13,2.2.3.2 Maintenance of closures,2.2.3.2
171376,2019-04-10T11:00:16,2018-10-02T12:00:05,43.65083,-79.3712,168 King St E,13,2.8.3.4 Records,2.8.3.4
171377,2019-06-05T16:30:00,2018-09-05T14:45:31,43.65121,-79.35894,70 Mill St,13,6.5.1.5 Obstructions,6.5.1.5
171378,2019-06-04T10:30:02,2018-10-24T17:00:02,43.65979,-79.36265,225 Sackville St,13,2.6.1.13 Maintenance of exhaust and fire protection systems,2.6.1.13
171379,2019-06-04T10:30:02,2018-10-24T17:00:02,43.65979,-79.36265,225 Sackville St,13,6.5.3.4 Sprinkler heads,6.5.3.4
171380,2019-05-01T10:17:50,2019-05-01T10:17:50,43.662279999999996,-79.35767,50 Cornwall St,13,,
171381,2019-06-24T14:00:00,2018-02-08T17:01:04,43.795320000000004,-79.35455,89 Skymark Dr,17,2.7.3.2 Exit Signs,2.7.3.2
171382,2019-01-18T15:51:00,2018-04-30T16:16:18,43.66873,-79.38825,44 Charles St W,11,1.1.2.3 Records to be made available on request,1.1.2.3
171383,2018-10-30T13:19:41,2018-03-06T09:31:32,43.66773,-79.39043000000001,77 Charles St W,11,1.1.2.3 Records to be made available on request,1.1.2.3
171384,2018-10-30T13:19:41,2018-03-06T09:31:32,43.66773,-79.39043000000001,77 Charles St W,11,2.16.2.1 Installation requirements,2.16.2.1
171385,2018-09-12T11:57:11,2018-03-05T15:41:27,43.669909999999994,-79.38152,88 Charles St E,11,2.16.2.1 Installation requirements,2.16.2.1
171386,2018-11-08T11:35:24,2018-05-02T16:04:34,43.67283,-79.38565,66 Collier St,11,2.16.2.1 Installation requirements,2.16.2.1
171387,2019-03-25T15:06:46,2018-08-21T07:52:15,43.65936,-79.3758,256 Jarvis St,13,1.1.2.3./6.5.5.4. Records of Test (Dry Pipe Trip Test),1.1.2.3./6.5.5.4.
171388,2018-08-15T00:00:00,2018-08-15T00:00:00,43.65567,-79.37491,59 Mutual St,13,,
171389,2019-08-20T07:45:49,2018-08-22T08:35:06,43.66892,-79.39118,22 St Thomas St,11,6.5.6.5 Spare sprinkler heads,6.5.6.5
171390,2019-08-20T07:45:49,2018-08-22T08:35:06,43.66892,-79.39118,22 St Thomas St,11,9.6.2.6 Protection of openings in fire separations,9.6.2.6
171391,2018-11-08T15:25:24,2018-05-23T10:30:00,43.66892,-79.39050999999999,8 Sultan St,11,2.8.2.5 Posting fire emergency procedures,2.8.2.5
171392,2018-05-09T09:30:00,2018-03-09T00:00:00,43.67112,-79.39233,100 Yorkville Ave,11,2.2.2.1 Damaged fire separations,2.2.2.1
171393,2019-06-11T15:30:00,2018-02-13T12:30:00,43.77925,-79.41441999999999,20 Olive Ave,18,,
171394,2018-02-15T16:30:27,2018-02-14T15:31:29,43.68663,-79.42071999999999,111 Raglan Ave,12,2.7.1.8 Fire escapes,2.7.1.8
171395,2018-07-11T10:52:02,2018-02-07T15:13:23,43.7746,-79.34352,130 Parkway Forest Dr,17,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171396,2018-07-25T00:00:00,2018-02-21T00:00:00,43.72637,-79.32798000000001,135 Wynford Dr,16,2.2.3.3 Operation of closures,2.2.3.3
171397,2018-07-25T00:00:00,2018-02-21T00:00:00,43.73033,-79.32728,5 Concorde Pl,16,2.7.3.2 Exit Signs,2.7.3.2
171398,2018-10-12T00:00:00,2018-02-28T16:27:08,43.718070000000004,-79.32598,5 Shady Golfway,16,2.2.3.1 Damaged closures,2.2.3.1
171399,2018-12-05T10:34:55,2018-06-04T13:34:24,43.71144,-79.33473000000001,725 Don Mills Rd,16,2.4.1.5 Lint traps for laundry equipment,2.4.1.5
171400,2018-05-07T14:42:26,2018-05-07T14:42:26,43.74185,-79.24086,400 McCowan Rd,21,,
171401,2018-10-31T09:48:19,2018-05-23T13:18:12,43.659929999999996,-79.37933000000001,50 Gerrard St E,13,2.7.3.2 Exit Signs,2.7.3.2
171402,2018-12-03T15:06:45,2018-07-24T13:15:55,43.661609999999996,-79.38467,25 Grenville St,13,2.2.3.2 Maintenance of closures,2.2.3.2
171403,2019-01-29T13:23:38,2018-09-21T09:59:28,43.65517,-79.37563,68 Shuter St,13,7.2.5.1 Maintenance of certain fire emergency systems,7.2.5.1
171404,2019-02-11T10:50:31,2018-10-05T13:05:22,43.65531,-79.37532,76 Shuter St,13,2.8.2.1 Measures in a fire safety plan,2.8.2.1
171405,2018-12-11T10:09:00,2018-08-22T08:37:24,43.674,-79.38861999999999,914 Yonge St,11,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171406,2018-12-11T10:09:00,2018-08-22T08:37:24,43.674,-79.38861999999999,914 Yonge St,11,6.5.1.5 Obstructions,6.5.1.5
171407,2018-08-14T11:02:30,2018-05-17T13:38:51,43.66529,-79.37633000000001,15 Maitland Pl,13,2.2.2.1 Damaged fire separations,2.2.2.1
171408,2018-08-14T11:02:30,2018-05-17T13:38:51,43.66529,-79.37633000000001,15 Maitland Pl,13,2.2.3.2 Maintenance of closures,2.2.3.2
171409,2018-09-26T11:29:24,2018-08-29T11:38:21,43.66965,-79.38055,101 Charles St E,13,2.16.2.1 Installation requirements,2.16.2.1
171410,2018-05-10T08:03:54,2018-05-10T08:03:54,43.74108,-79.31303,1441 Lawrence Ave E,16,,
171411,2018-05-09T13:56:25,2018-05-09T13:56:25,43.73761,-79.58083,121 Kendleton Dr,1,,
171412,2018-09-27T17:11:23,2018-05-07T10:09:06,43.73057,-79.4321,3555 Bathurst St,8,1.1.2.3./2.7.3.3.(3) Records of Test (Emergency Lighting),1.1.2.3./2.7.3.3.(3)
171413,2018-09-27T17:11:23,2018-05-07T10:09:06,43.73057,-79.4321,3555 Bathurst St,8,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171414,2019-04-11T16:30:57,2018-05-09T09:05:15,43.62433,-79.49096999999999,200 Manitoba St,3,6.3.1.4 Fire Alarm Maintenance ,6.3.1.4
171415,2018-09-28T14:46:21,2018-04-26T15:17:01,43.62279,-79.48214,2200 Lake Shore Blvd W,3,2.2.3.2 Maintenance of closures,2.2.3.2
171416,2018-09-13T08:10:39,2018-05-10T17:12:25,43.78577,-79.2919,195 Bonis Ave,22,6.3.1.4 Fire Alarm Maintenance ,6.3.1.4
171417,2019-04-05T12:00:00,2018-04-25T12:00:00,43.63878,-79.41631,150 East Liberty St,10,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171418,2019-05-29T13:19:07,2018-06-20T14:42:11,43.76944,-79.41608000000001,233 Beecroft Rd,18,2.16.2.1 Installation requirements,2.16.2.1
171419,2018-09-06T15:37:39,2018-05-10T11:52:08,43.68864,-79.40172,575 Avenue Rd,12,9.6.2.6 Protection of openings in fire separations,9.6.2.6
171420,2018-07-26T10:33:56,2018-05-15T17:30:10,43.703990000000005,-79.3997,60 Berwick Ave,12,2.2.3.1 Damaged closures,2.2.3.1
171421,2018-12-07T16:56:16,2018-05-07T18:17:09,43.661120000000004,-79.51586999999999,1139 Royal York Rd,2,2.2.2.1 Damaged fire separations,2.2.2.1
171422,2018-05-16T15:00:42,2018-05-16T11:30:24,43.66225,-79.3787,84 Carlton St,13,,
171423,2019-01-16T16:54:55,2018-05-16T13:54:17,43.77554,-79.41525,5418 Yonge St,18,9.6.3.9 Emergency lighting,9.6.3.9
171424,2019-06-06T19:51:08,2018-05-16T13:33:51,43.75635,-79.40569,80 Harrison Garden Blvd,18,2.8.2.5 Posting fire emergency procedures,2.8.2.5
171425,2018-09-10T17:23:19,2018-05-01T17:09:41,43.62793,-79.47816,2119 Lake Shore Blvd W,3,1.1.2.3./7.3.1.2. Records of Test (Smoke Control),1.1.2.3./7.3.1.2.
171426,2018-07-25T00:00:00,2018-05-16T17:07:49,43.73033,-79.32728,5 Concorde Pl,16,,
171427,2018-05-30T15:27:05,2018-05-22T17:03:37,43.6381,-79.58398000000001,300 Mill Rd,2,,
171428,2018-05-16T10:28:18,2018-05-16T10:28:18,43.679809999999996,-79.48201,101 Humber Blvd,5,,
171429,2018-05-24T15:43:06,2018-05-24T15:43:06,43.77507,-79.34578,70 Forest Manor Rd,17,,
171430,2018-07-20T08:16:04,2018-05-22T13:15:14,43.65081,-79.39809,99 Cameron St,10,,
171431,2018-07-03T09:49:50,2018-05-24T09:01:09,43.69506,-79.29178,7 Crescent Pl,19,2.7.3.2 Exit Signs,2.7.3.2
171432,2019-06-10T09:33:40,2018-06-05T16:09:21,43.69683,-79.29334,3 Massey Sq,19,9.6.3.6 Exit signs,9.6.3.6
171433,2018-11-27T12:04:59,2018-05-22T15:52:58,43.807520000000004,-79.26590999999999,2627 McCowan Rd,23,1.1.2.3./6.3.2.4. Records of Test (Voice Communication),1.1.2.3./6.3.2.4
171434,2019-02-06T09:21:55,2018-10-01T14:02:48,43.70053,-79.28551999999999,283 Pharmacy Ave,20,2.2.3.2 Maintenance of closures,2.2.3.2
171435,2019-02-06T09:21:55,2018-10-01T14:02:48,43.70053,-79.28551999999999,283 Pharmacy Ave,20,"2.7.2.2 Requirements for locking, latching and fastening devices",2.7.2.2
171436,2019-02-06T09:21:55,2018-10-01T14:02:48,43.70053,-79.28551999999999,283 Pharmacy Ave,20,6.5.4.2 Test flushing,6.5.4.2
171437,2018-07-17T16:48:43,2018-07-12T09:14:18,43.73056,-79.27238,2283 Eglinton Ave E,20,,
171438,2018-10-30T08:43:47,2018-07-12T08:34:11,43.73076,-79.27121,2303 Eglinton Ave E,20,9.6.3.6 Exit signs,9.6.3.6
171439,2018-07-26T13:24:53,2018-05-24T14:18:18,43.76891,-79.34576,5 Parkway Forest Dr,17,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171440,2018-07-26T13:24:53,2018-05-24T14:18:18,43.76891,-79.34576,5 Parkway Forest Dr,17,2.7.2.1 Door release hardware,2.7.2.1
171441,2018-07-26T13:24:53,2018-05-24T14:18:18,43.76891,-79.34576,5 Parkway Forest Dr,17,6.2.1.6 Proximity to fire hazards,6.2.1.6
171442,2019-05-08T13:03:34,2018-11-27T14:29:48,43.6538,-79.39094,89 Mc Caul St,10,2.2.3.2 Maintenance of closures,2.2.3.2
171443,2018-05-29T09:20:55,2018-05-29T09:10:14,43.73167,-79.43293,2 Neptune Dr,8,,
171444,2019-05-16T14:30:38,2019-01-23T13:00:14,43.79573,-79.31572,2800 Warden Ave,22,2.2.3.5 Inspection of fire dampers and fire-stop flaps,2.2.3.5
171445,2019-05-16T14:30:38,2019-01-23T13:00:14,43.79573,-79.31572,2800 Warden Ave,22,2.8.3.2 Frequency,2.8.3.2
171446,2018-12-14T09:03:11,2018-09-12T09:10:58,43.76777,-79.28445,7 Glamorgan Ave,21,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171447,2018-08-22T19:38:02,2018-06-13T16:44:27,43.68995,-79.40337,616 Avenue Rd,12,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171448,2018-06-18T16:29:34,2018-06-15T17:00:09,43.68958,-79.34654,145 Cosburn Ave,14,,
171449,2019-01-24T10:46:53,2018-06-04T16:49:03,43.70191,-79.51982,15 King St,5,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171450,2018-08-22T15:40:38,2018-06-13T08:27:20,43.7714,-79.41266,18 Parkview Ave,18,"1.1.1.2 Check, inspect and test",1.1.1.2
171451,2018-10-29T15:02:00,2018-06-22T15:03:17,43.76897,-79.38014,676 Sheppard Ave E,17,"1.1.1.2 Check, inspect and test",1.1.1.2
171452,2018-09-06T08:22:59,2018-06-13T08:29:10,43.76765,-79.38212,27 Rean Dr,17,2.8.2.1 Measures in a fire safety plan,2.8.2.1
171453,2019-01-29T12:57:26,2018-06-05T07:34:27,43.630829999999996,-79.4753,88 Palace Pier Crt,3,2.2.3.2 Maintenance of closures,2.2.3.2
171454,2018-10-30T00:00:00,2018-06-22T00:00:00,43.7616,-79.3254,1284 York Mills Rd,16,2.2.2.1 Damaged fire separations,2.2.2.1
171455,2018-06-25T10:11:33,2018-06-08T16:00:20,43.763729999999995,-79.34775,2040 Don Mills Rd,16,,
171456,2018-06-26T16:30:29,2018-06-25T12:34:51,43.77825,-79.41776999999999,503 Beecroft Rd,18,,
171457,2019-02-22T13:49:32,2018-11-14T09:27:14,43.65739,-79.44962,120 Perth Ave,9,B.6.4.2.6.(1) STANDPIPE IDENTIFICATION,6.4.2.6. (1)
171458,2018-10-09T11:39:48,2018-07-05T12:30:41,43.78187,-79.29665,30 Carabob Crt,22,6.2.7.3 Defective extinguishers,6.2.7.3
171459,2018-06-28T08:42:21,2018-06-26T09:19:27,43.65051,-79.35752,390 Cherry St,10,,
171460,2018-09-06T15:34:14,2018-06-27T17:19:47,43.6907,-79.39588,5 Mallory Gdns,12,9.6.5.5 Sprinkler systems,9.6.5.5
171461,2018-09-06T15:36:16,2018-06-27T17:16:53,43.686840000000004,-79.39197,40 Rosehill Ave,12,6.5.1.5 Obstructions,6.5.1.5
171462,2018-12-07T10:33:04,2018-07-03T16:32:21,43.73411,-79.26264,2460 Eglinton Ave E,21,7.2.2.1 Testing,7.2.2.1
171463,2019-02-26T09:00:00,2018-07-03T15:30:00,43.76056,-79.40808,2 Anndale Dr,18,,
171464,2018-07-04T10:17:21,2018-07-03T09:34:38,43.77975,-79.41814000000001,15 Greenview Ave,18,,
171465,2018-07-17T09:22:50,2018-07-03T15:23:44,43.66955,-79.38465,35 Hayden St,11,,
171466,2018-07-12T00:00:00,2018-07-12T00:00:00,43.7598,-79.22968,65 Greenbrae Crct,24,,
171467,2018-10-16T09:51:29,2018-07-09T10:20:36,43.745129999999996,-79.21315,3400 Eglinton Ave E,24,1.1.2.3./2.7.3.3.(3) Records of Test (Emergency Lighting),1.1.2.3./2.7.3.3.(3)
171468,2018-11-23T11:04:55,2018-10-26T10:37:02,43.73938,-79.21533000000001,3555 Kingston Rd,24,2.2.3.2 Maintenance of closures,2.2.3.2
171469,2019-02-13T23:59:00,2018-07-05T00:00:00,43.76999,-79.41174000000001,28 Empress Ave,18,1.1.2.3./6.2.7.5. Records of Test (Fire Extinguishers),1.1.2.3./6.2.7.5.
171470,2019-05-16T23:59:00,2018-07-05T00:00:00,43.77086,-79.41199999999999,238 Doris Ave,18,2.4.1.1 Accumulation of combustible materials,2.4.1.1
171471,2018-09-13T14:50:22,2018-07-06T07:52:36,43.70695,-79.39204000000001,95 Redpath Ave,12,6.3.3.3 Duty to maintain in operating condition,6.3.3.3
171472,2018-09-10T15:24:23,2018-08-03T13:11:53,43.77317,-79.41544,30 Canterbury Pl,18,,
171473,2018-07-11T14:45:47,2018-07-10T14:11:14,43.72889,-79.54672,75 Tandridge Cres,1,,
171474,2018-09-12T08:03:19,2018-07-09T07:37:20,43.704570000000004,-79.42563,22 Shallmar Blvd,8,,
171475,2018-07-17T09:16:49,2018-07-10T16:25:35,43.674170000000004,-79.38571999999999,130 Rosedale Valley Rd,11,,
171476,2018-08-02T16:21:12,2018-08-02T16:21:12,43.68865,-79.39055,79 St Clair Ave E,12,,
171477,2018-07-23T16:15:42,2018-07-23T16:03:35,43.74068,-79.22695,140 Adanac Dr,20,,
